DIAMD_NO,STOCK_NO,PARENT_ITEM_NO_ALT,BOUNCE_USE_ITEM,FULL_TITLE,MAIN_DESC,VARIANT_DESC,SERIES_CODE,ISSUE_NO,ISSUE_SEQ_NO,VOLUME_TAG,MAX_ISSUE,PRICE,PUBLISHER,UPC_NO,SHORT_ISBN_NO,EAN_NO,CARDS_PER_PACK,PACK_PER_BOX,BOX_PER_CASE,DISCOUNT_CODE,INCREMENT,PRNT_DATE,FOC_VENDOR,SHIP_DATE,SRP,CATEGORY,GENRE,BRAND_CODE,MATURE,ADULT,OA,CAUT1,CAUT2,CAUT3,RESOL,NOTE_PRICE,ORDER_FORM_NOTES,PAGE,WRITER,ARTIST,COVER_ARTIST,COLORIST,ALLIANCE_SKU,FOC_DATE,OFFERED_DATE,NUMBER_OF_PAGES,UNIT_WEIGHT,UNIT_LENGTH,UNIT_WIDTH,UNIT_HEIGHT,CASE_WEIGHT,CASE_LENGTH,CASE_WIDTH,CASE_HEIGHT
NOV200022,STL074461,APR180610,,MULTIPLE WARHEADS TP VOL 02 GHOST TOWN (MR),MULTIPLE WARHEADS TP,GHOST TOWN,139647,2,0,VOL,,17.99,IMAGE COMICS, ,1534306765,978153430676951799,0,0,32,D2,6,10/8/2020,Y,12/9/2020,17.99,3,SF,IC,Y,N,Y,0,0,0,N,N,,34,"Graham, Brandon","Graham, Brandon","Graham, Brandon",, ,,,128,0.66,10.6,6.9,0.5,22.06,11.3,10.1,8.9
NOV200023,STL082723,AUG180191,,ROYALBOILER BRANDON GRAHAM DRAWN OUT COLL TP (MR),ROYALBOILER BRANDON GRAHAM DRAWN OUT COLL TP,,0,,0,,,24.99,IMAGE COMICS, ,1534308539,978153430853452499,0,0,14,D2,1,10/8/2020,Y,12/16/2020,24.99,3,RF,IC,Y,N,Y,0,0,0,N,N,,34,"Graham, Brandon","Graham, Brandon","Graham, Brandon",, ,,,248,1.82,11.9,8,0.7,26.71,12.5,10.5,8.4
NOV200024,STL161552,,,CHU TP VOL 01 (MR),CHU TP,,143944,1,0,VOL,,9.99,IMAGE COMICS, ,1534317740,978153431774150999,0,0,0,D2,1,12/14/2020,Y,1/20/2021,9.99,3,CR,IC,Y,N,N,0,0,0,N,N,,38,"Layman, John","Boultwood, Dan","Boultwood, Dan",, ,12/14/2020,,128,0,0,0,0,0,0,0,0
NOV200025,STK404492,SEP090288,,CHEW TP VOL 01 (MR),CHEW TP,,126537,1,0,VOL,,9.99,IMAGE COMICS, ,1607061597,978160706159550999,0,0,66,D2,10,10/8/2020,Y,12/16/2020,9.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob","Guillory, Rob", ,,,128,0.66,10,6.4,0.4,44.47,13.8,10.6,8.3
NOV200026,STK412865,FEB100354,,CHEW TP VOL 02 INTERNATIONAL FLAVOR (MR),CHEW TP,INTERNATIONAL FLAVOR,126537,2,0,VOL,,12.99,IMAGE COMICS, ,1607062607,978160706260851299,0,0,0,D2,10,10/8/2020,Y,12/9/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,128,0.6,10.1,6.5,0.3,42.55,13.9,10.6,8
NOV200027,STK428273,SEP100449,,CHEW TP VOL 03 JUST DESSERTS (MR),CHEW TP,JUST DESSERTS,126537,3,0,VOL,,12.99,IMAGE COMICS, ,1607063352,978160706335351299,0,0,0,D2,10,10/8/2020,Y,12/16/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,128,0.6,10,6.5,0.4,39.45,13.9,10.7,8.1
NOV200028,STK443922,MAY110447,,CHEW TP VOL 04 FLAMBE (MR),CHEW TP,FLAMBE,126537,4,0,VOL,,12.99,IMAGE COMICS, ,1607063980,978160706398851299,0,0,0,D2,10,10/8/2020,Y,12/9/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,120,0.57,10.1,6.4,0.2,37.57,19.8,12.7,10.3
NOV200029,STK462418,FEB120425,,CHEW TP VOL 05 MAJOR LEAGUE CHEW (MR),CHEW TP,MAJOR LEAGUE CHEW,126537,5,0,VOL,,12.99,IMAGE COMICS, ,1607065231,978160706523451299,0,0,0,D2,10,10/8/2020,Y,12/16/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,120,0.55,10,6.4,0.4,37.5,13.8,10.6,8
NOV200030,STK473332,OCT120481,,CHEW TP VOL 06 SPACE CAKES (MR),CHEW TP,SPACE CAKES,126537,6,0,VOL,,14.99,IMAGE COMICS, ,1607066211,978160706621751499,0,0,0,D2,10,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,156,0.75,10.1,6.5,0.7,38.15,13.8,10.8,8
NOV200031,STK616820,JUN130436,,CHEW TP VOL 07 BAD APPLES (MR),CHEW TP,BAD APPLES,126537,7,0,VOL,,12.99,IMAGE COMICS, ,1607067676,978160706767251299,0,0,0,D2,10,10/8/2020,Y,12/16/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,128,0.57,10,6.4,0.2,40.55,13.8,10.8,8
NOV200032,STK634276,JAN140548,,CHEW TP VOL 08 FAMILY RECIPES (MR),CHEW TP,FAMILY RECIPES,126537,8,0,VOL,,12.99,IMAGE COMICS, ,1607069385,978160706938651299,0,0,0,D2,10,10/8/2020,Y,12/9/2020,12.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,120,0.55,10,6.4,0.4,40.54,13.6,10.8,8
NOV200033,STK664208,DEC140632,,CHEW TP VOL 09 CHICKEN TENDERS (MR),CHEW TP,CHICKEN TENDERS,126537,9,0,VOL,,14.99,IMAGE COMICS, ,1632152894,978163215289351499,0,0,56,D2,10,10/8/2020,Y,12/16/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,160,0.75,10,6.6,0.4,42.56,13.7,10.6,8
NOV200034,STK680501,JUN150496,,CHEW TP VOL 10 BLOOD PUDDIN (MR),CHEW TP,BLOOD PUDDIN,126537,10,0,VOL,,14.99,IMAGE COMICS, ,1632153963,978163215396851499,0,0,60,D2,10,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,128,0.6,9.9,6.5,0.5,36.94,13.7,10.7,8.1
NOV200035,STK698140,FEB160669,,CHEW TP VOL 11 LAST SUPPERS (MR),CHEW TP,LAST SUPPERS,126537,11,0,VOL,,14.99,IMAGE COMICS, ,1632156814,978163215681551499,0,0,60,D2,10,10/8/2020,Y,12/16/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,136,0.71,10,6.4,0.3,43.36,13.7,10.6,8.2
NOV200036,STL021771,NOV160709,,CHEW TP VOL 12 (MR),CHEW TP,,126537,12,0,VOL,,16.99,IMAGE COMICS, ,1534300317,978153430031651699,0,0,46,D2,6,10/8/2020,Y,12/9/2020,16.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,184,0.93,10.1,6.4,0.6,43.37,13.8,10.8,8.2
NOV200037,STK451510,OCT110450,,CHEW OMNIVORE ED HC VOL 02 (MR),CHEW OMNIVORE ED HC,,127564,2,0,VOL,,34.99,IMAGE COMICS, ,160706426X,978160706426853499,0,0,0,D2,3,10/8/2020,Y,12/16/2020,34.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,272,2.15,11.1,7.5,0.8,35.45,15.7,11.8,7.4
NOV200038,STK521925,JAN130491,,CHEW OMNIVORE ED HC VOL 03 (MR),CHEW OMNIVORE ED HC,,127564,3,0,VOL,,34.99,IMAGE COMICS, ,160706670X,978160706670553499,0,0,0,D2,3,10/8/2020,Y,12/9/2020,34.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,304,2.32,11.1,7.5,0.8,38.46,15.9,11.8,7.9
NOV200039,STK645046,MAY140622,,CHEW OMNIVORE ED HC VOL 04 (MR),CHEW OMNIVORE ED HC,,127564,4,0,VOL,,34.99,IMAGE COMICS, ,163215031X,978163215031853499,0,0,0,D2,3,10/8/2020,Y,12/16/2020,34.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,272,2.14,10.3,6.6,0.1,35.76,15.8,11.8,7
NOV200040,STK691785,OCT150490,,CHEW OMNIVORE ED HC VOL 05 (MR),CHEW OMNIVORE ED HC,,127564,5,0,VOL,,34.99,IMAGE COMICS, ,1632156237,978163215623553499,0,0,16,D2,3,10/8/2020,Y,12/9/2020,34.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,296,2.28,11.1,7.5,0.8,37.63,15.8,11.9,7.6
NOV200041,STL036429,JAN170816,,CHEW OMNIVORE ED HC VOL 06 (MR),CHEW OMNIVORE ED HC,,127564,6,0,VOL,,39.99,IMAGE COMICS, ,1534301801,978153430180153999,0,0,12,D2,3,10/8/2020,Y,12/16/2020,39.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,38,"Layman, John","Guillory, Rob","Guillory, Rob",, ,,,344,2.87,11.1,7.6,0.9,35.67,15.9,12.1,6.6
NOV200042,STL167473,,,LOST SOLDIERS TP,LOST SOLDIERS TP,,0,,0,,,17.99,IMAGE COMICS, ,1534318208,978153431820551799,0,0,0,D2,1,1/4/2021,Y,2/10/2021,17.99,3,CR,IC,N,N,N,0,0,0,N,N,(NOTE: Advance solicit for February 2021 on-sale.),39,"Kot, Ales","Casalanguida, Luca","Casalanguida, Luca",, ,1/4/2021,,160,0,0,0,0,0,0,0,0
NOV200043,STL074447,MAY180060,,DAYS OF HATE TP VOL 01 (MR),DAYS OF HATE TP,,140695,1,0,VOL,,17.99,IMAGE COMICS, ,1534306978,978153430697451799,0,0,36,D2,6,10/8/2020,Y,12/16/2020,17.99,3,AA,IC,Y,N,Y,0,0,0,N,N,,39,"Kot, Ales","Zezelj, Danijel","Zezelj, Danijel",, ,,,176,0.77,10.1,6.6,0.6,29.07,13.6,10.8,7.2
NOV200044,STL094184,DEC180157,,DAYS OF HATE TP VOL 02 (MR),DAYS OF HATE TP,,140695,2,0,VOL,,17.99,IMAGE COMICS, ,1534310452,978153431045251799,0,0,36,D2,1,10/8/2020,Y,12/9/2020,17.99,3,AA,IC,Y,N,Y,0,0,0,N,N,,39,"Kot, Ales","Zezelj, Danijel","Zezelj, Danijel",, ,,,168,0.73,10.1,6.4,0.6,27.18,13.8,10.5,7
NOV200045,STL094212,OCT180092,,NEW WORLD TP (MR),NEW WORLD TP,,0,,0,,,17.99,IMAGE COMICS, ,1534308725,978153430872551799,0,0,32,D2,1,10/8/2020,Y,12/16/2020,17.99,3,SF,IC,Y,N,Y,0,0,0,N,N,,39,"Kot, Ales","Moore, Tradd","Moore, Tradd",, ,,,176,0.79,10.1,6.4,0.6,26.13,13.7,10.8,6.9
NOV200046,STK669791,JUN150584,,SURFACE TP VOL 01 (MR),SURFACE TP,,134377,1,0,VOL,,14.99,IMAGE COMICS, ,163215322X,978163215322751499,0,0,50,D2,7,10/8/2020,Y,12/9/2020,14.99,3,XX,IC,Y,N,Y,0,0,0,N,N,,39,"Kot, Ales","Foss, Langdon","Foss, Langdon",, ,,,136,0.62,10,6.4,0.3,31.94,13.7,10.8,7.9
NOV200047,STL161569,,,RISE OF THE MAGI GN,RISE OF THE MAGI GN,,0,,0,,,19.99,IMAGE COMICS, ,1534317198,978153431719251999,0,0,0,D2,1,12/21/2020,Y,1/27/2021,19.99,3,FA,IC,N,N,N,0,0,0,N,N,,40,"Silvestri, Marc","Kesgin, Sumeyye","Silvestri, Marc",, ,12/21/2020,,208,0,0,0,0,0,0,0,0
NOV200048,STK521927,JAN130494,,CYBER FORCE REBIRTH TP VOL 01,CYBER FORCE REBIRTH TP,,131107,1,0,VOL,,9.99,IMAGE COMICS, ,1607066718,978160706671250999,0,0,0,D2,10,10/8/2020,Y,12/9/2020,9.99,3,SF,TC,N,N,Y,0,0,0,N,N,,40,"Silvestri, Marc","Pham, Khoi","Silvestri, Marc",, ,,,160,0.74,10.2,6.5,0.4,39.57,14.2,10.6,8
NOV200049,STK647645,JUN140502,,CYBER FORCE REBIRTH TP VOL 02,CYBER FORCE REBIRTH TP,,131107,2,0,VOL,,19.99,IMAGE COMICS, ,1632151189,978163215118651999,0,0,40,D2,10,10/8/2020,Y,12/16/2020,19.99,3,SF,TC,N,N,Y,0,0,0,N,N,,40,"Silvestri, Marc","Pham, Khoi","Silvestri, Marc",, ,,,176,0.81,10.2,6.5,0.4,33.2,14.4,11.2,6.7
NOV200050,STL059479,JAN180723,,CYBER FORCE REBIRTH TP VOL 03,CYBER FORCE REBIRTH TP,,131107,3,0,VOL,,16.99,IMAGE COMICS, ,1534304754,978153430475851699,0,0,44,D2,6,10/8/2020,Y,12/9/2020,16.99,3,SF,TC,N,N,Y,0,0,0,N,N,,40,"Hawkins, Matt","Aureli, Francesca","Pham, Khoi",, ,,,144,0.76,10,6.5,0.5,34.57,14,10.7,7.5
NOV200051,STL062271,JUN180124,,CYBER FORCE REBIRTH TP VOL 04,CYBER FORCE REBIRTH TP,,131107,4,0,VOL,,16.99,IMAGE COMICS, ,1534305025,978153430502151699,0,0,44,D2,6,10/8/2020,Y,12/16/2020,16.99,3,SF,TC,N,N,Y,0,0,0,N,N,,40,"Hawkins, Matt","Duce, Christian","Silvestri, Marc",, ,,,144,0.76,10,6.5,0.4,34.71,13.9,10.9,7.2
NOV200052,STL059481,OCT170630,,ELSEWHERE TP VOL 01,ELSEWHERE TP,,138904,1,0,VOL,,9.99,IMAGE COMICS, ,153430469X,978153430469750999,0,0,68,D2,10,10/8/2020,Y,12/9/2020,9.99,3,FA,IC,N,N,Y,0,0,0,N,N,,40,"Faerber, Jay","Kesgin, Sumeyye","Kesgin, Sumeyye",, ,,,112,0.5,9.9,6.7,0.5,36.34,13.7,11,8.1
NOV200053,STL074450,JUN180159,,ELSEWHERE TP VOL 02,ELSEWHERE TP,,138904,2,0,VOL,,16.99,IMAGE COMICS, ,1534306897,978153430689951699,0,0,60,D2,7,10/8/2020,Y,12/16/2020,16.99,3,FA,IC,N,N,Y,0,0,0,N,N,,40,"Faerber, Jay","Kesgin, Sumeyye","Kesgin, Sumeyye",, ,,,112,0.47,9.9,6.4,0.4,30.67,13.7,10.6,7
NOV200054,STL120027,,,BLACK MAGICK TP VOL 03 ASCENSION I (MR),BLACK MAGICK TP,ASCENSION I,135825,3,0,VOL,,16.99,IMAGE COMICS, ,1534313737,978153431373651699,0,0,0,D2,1,12/21/2020,Y,1/27/2021,16.99,3,CR,IC,Y,N,N,0,0,0,N,N,,41,"Rucka, Greg","Scott, Nicola","Scott, Nicola",, ,12/21/2020,,128,0,0,0,0,0,0,0,0
NOV200055,STK698139,JAN160635,,BLACK MAGICK TP VOL 01 AWAKENING I (MR),BLACK MAGICK TP,AWAKENING I,135825,1,0,VOL,,9.99,IMAGE COMICS, ,163215675X,978163215675450999,0,0,60,D2,10,10/8/2020,Y,12/16/2020,9.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,41,"Rucka, Greg","Scott, Nicola","Scott, Nicola",, ,,,136,0.71,10,6.4,0.4,44.02,13.7,10.6,8.1
NOV200056,STL062268,MAR180642,,BLACK MAGICK TP VOL 02 AWAKENING II (MR),BLACK MAGICK TP,AWAKENING II,135825,2,0,VOL,,16.99,IMAGE COMICS, ,1534304835,978153430483351699,0,0,44,D2,6,10/8/2020,Y,12/9/2020,16.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,41,"Rucka, Greg","Scott, Nicola","Scott, Nicola",, ,,,152,0.67,10.1,6.4,0.5,30.24,13.8,10.6,7
NOV200057,STL161551,,,BOMB QUEEN TP VOL 08 (MR),BOMB QUEEN TP,,20933,8,0,VOL,,16.99,IMAGE COMICS, ,153431671X,978153431671351699,0,0,0,D2,1,12/7/2020,Y,1/13/2021,16.99,3,SH,IC,Y,N,N,0,0,0,N,N,,41,"Robinson, Jimmie","Robinson, Jimmie","Robinson, Jimmie",, ,12/7/2020,,128,0,0,0,0,0,0,0,0
NOV200058,STK521589,NOV120478,,BOMB QUEEN DLX ED HC VOL 01 (MR),BOMB QUEEN DLX ED HC,,131088,1,0,VOL,,24.99,IMAGE COMICS, ,1607067307,978160706730652499,0,0,0,D2,10,10/8/2020,Y,12/9/2020,24.99,3,SH,IC,Y,N,Y,0,0,0,N,N,,41,"Robinson, Jimmie","Robinson, Jimmie","Robinson, Jimmie",, ,,,256,2.09,11.1,7.6,0.7,21.89,12.1,8.7,8.2
NOV200059,STK527835,FEB130412,,BOMB QUEEN DLX ED HC VOL 02 (MR),BOMB QUEEN DLX ED HC,,131088,2,0,VOL,,24.99,IMAGE COMICS, ,1607067420,978160706742952499,0,0,0,D2,10,10/8/2020,Y,12/16/2020,24.99,3,SH,IC,Y,N,Y,0,0,0,N,N,,41,"Robinson, Jimmie","Robinson, Jimmie","Robinson, Jimmie",, ,,,256,1.96,11.1,7.6,0.7,20.55,12.1,8.5,7.9
NOV200060,STL059037,MAY178198,,CRIMINAL DLX ED HC VOL 01 (MR),CRIMINAL DLX ED HC,,138847,1,0,VOL,,49.99,IMAGE COMICS, ,1534305416,978153430541054999,0,0,10,D2,2,12/4/2020,Y,12/9/2020,49.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,432,3.43,10.9,7.2,1.1,35.82,15.9,12,6.4
NOV200061,STL059040,MAY178199,,CRIMINAL DLX ED HC VOL 02 (MR),CRIMINAL DLX ED HC,,138847,2,0,VOL,,49.99,IMAGE COMICS, ,1534305432,978153430543454999,0,0,12,D2,2,10/8/2020,Y,12/16/2020,49.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,432,3.47,10.9,7.2,1.1,42.75,15.9,12.3,7.5
NOV200062,STK656965,NOV140569,,CRIMINAL TP VOL 01 COWARD (MR),CRIMINAL TP,COWARD,133721,1,0,VOL,,14.99,IMAGE COMICS, ,1632151707,978163215170451499,0,0,42,D2,7,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,144,0.61,10.1,6.5,0.6,28.11,13.8,10.6,7.1
NOV200063,STK659268,DEC140655,,CRIMINAL TP VOL 02 LAWLESS (MR),CRIMINAL TP,LAWLESS,133721,2,0,VOL,,14.99,IMAGE COMICS, ,1632152037,978163215203951499,0,0,42,D2,7,10/8/2020,Y,12/16/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,144,0.6,10,6.4,0.4,25.55,13.7,10.6,7.1
NOV200064,STK662018,JAN150628,,CRIMINAL TP VOL 03 THE DEAD AND THE DYING (MR),CRIMINAL TP,THE DEAD AND THE DYING,133721,3,0,VOL,,14.99,IMAGE COMICS, ,1632152339,978163215233651499,0,0,52,D2,7,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,112,0.54,9.9,6.4,0.5,29.87,13.7,10.8,7.1
NOV200065,STK664770,FEB150518,,CRIMINAL TP VOL 04 BAD NIGHT (MR),CRIMINAL TP,BAD NIGHT,133721,4,0,VOL,,14.99,IMAGE COMICS, ,1632152606,978163215260251499,0,0,50,D2,7,10/8/2020,Y,12/16/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,128,0.56,9.9,6.5,0.6,28.89,13.7,10.7,8.2
NOV200066,STK667210,APR150576,,CRIMINAL TP VOL 05 THE SINNERS (MR),CRIMINAL TP,THE SINNERS,133721,5,0,VOL,,14.99,IMAGE COMICS, ,1632152983,978163215298551499,0,0,46,D2,7,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,144,0.69,10.1,6.4,0.4,32.7,13.8,10.7,8.1
NOV200067,STK669785,MAY150468,,CRIMINAL TP VOL 06 LAST OF THE INNOCENT (MR),CRIMINAL TP,LAST OF THE INNOCENT,133721,6,0,VOL,,14.99,IMAGE COMICS, ,1632152991,978163215299251499,0,0,56,D2,7,10/8/2020,Y,12/16/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,120,0.55,10,6.4,0.4,31.77,13.9,10.6,8.3
NOV200068,STL012020,JUN160706,,CRIMINAL TP VOL 07 WRONG TIME WRONG PLACE (MR),CRIMINAL TP,WRONG TIME WRONG PLACE,133721,7,0,VOL,,14.99,IMAGE COMICS, ,1632158779,978163215877251499,0,0,52,D2,7,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,112,0.56,9.9,6.4,0.5,30.6,13.8,10.9,7.2
NOV200069,STL082751,AUG180136,,FADE OUT COMP COLL TP (MR),FADE OUT COMP COLL TP,,0,,0,,,24.99,IMAGE COMICS, ,1534308601,978153430860252499,0,0,18,D2,1,10/8/2020,Y,12/16/2020,24.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,352,1.5,10.1,6.6,0.9,28.13,13.8,10.6,7.1
NOV200070,STL059041,MAY178200,,INCOGNITO CLASSIFIED ED HC (MR),INCOGNITO CLASSIFIED ED HC,,0,,0,,,44.99,IMAGE COMICS, ,1534305424,978153430542754499,0,0,12,D2,3,10/8/2020,Y,12/9/2020,44.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,42,"Brubaker, Ed","Phillips, Sean","Phillips, Sean",, ,,,368,3.03,10.9,7.3,1,37.57,15.8,12,7
NOV200071,STL161555,,,DEAD BODY ROAD TP VOL 02 (MR),DEAD BODY ROAD TP,,143969,2,0,VOL,,16.99,IMAGE COMICS, ,153431721X,978153431721551699,0,0,0,D2,1,12/21/2020,Y,1/27/2021,16.99,3,CR,IC,Y,N,N,0,0,0,N,N,,43,"Jordan, Justin","Tiesma, Ben","Scalera, Matteo",, ,12/21/2020,,128,0,0,0,0,0,0,0,0
NOV200072,STK642036,APR140512,,DEAD BODY ROAD TP VOL 01 (MR),DEAD BODY ROAD TP,,143969,1,0,VOL,,14.99,IMAGE COMICS, ,1632150476,978163215047951499,0,0,0,D2,7,10/8/2020,Y,12/9/2020,14.99,3,CR,IC,Y,N,Y,0,0,0,N,N,,43,"Jordan, Justin","Scalera, Matteo","Scalera, Matteo",, ,,,136,0.69,10.1,6.4,0.5,37.56,13.7,10.6,8.1
NOV200073,STL131505,NOV190062,,REAVER TP VOL 01 (MR),REAVER TP,,142563,1,0,VOL,,16.99,IMAGE COMICS, ,1534315004,978153431500651699,0,0,42,D2,1,10/8/2020,Y,12/16/2020,16.99,3,FA,IC,Y,N,Y,0,0,0,N,N,,43,"Jordan, Justin","Isaacs, Rebekah","Cloonan, Becky",, ,,,152,0.71,9.9,6.6,0.4,31,13.7,10.6,7.1
NOV200074,STK462427,FEB120467,,STRANGE TALENT OF LUTHER STRODE TP VOL 01 (MR),STRANGE TALENT OF LUTHER STRODE TP,,130067,1,0,VOL,,14.99,IMAGE COMICS, ,1607065312,978160706531951499,0,0,50,D2,7,10/8/2020,Y,12/9/2020,14.99,3,SH,IC,Y,N,Y,0,0,0,N,N,,43,"Jordan, Justin","Moore, Tradd","Moore, Tradd",, ,,,144,0.74,10.1,6.5,0.5,37.52,13.8,10.6,8.2
NOV200075,STL161559,,,FIRE POWER BY KIRKMAN & SAMNEE TP VOL 02,FIRE POWER BY KIRKMAN & SAMNEE TP,,143511,2,0,VOL,,16.99,IMAGE COMICS, ,153431718X,978153431718551699,0,0,0,D2,1,12/7/2020,Y,1/6/2021,16.99,3,AA,IC,N,N,N,0,0,0,N,N,,43,"Kirkman, Robert","Samnee, Chris","Samnee, Chris",, ,12/7/2020,,152,0,0,0,0,0,0,0,0
NOV200076,STL152543,FEB200019,,FIRE POWER BY KIRKMAN & SAMNEE TP VOL 01 PRELUDE,FIRE POWER BY KIRKMAN & SAMNEE TP,PRELUDE,143511,1,0,VOL,,9.99,IMAGE COMICS, ,1534316558,978153431655350999,0,0,38,D2,1,10/8/2020,Y,12/9/2020,9.99,3,AA,IC,N,N,Y,0,0,0,N,N,,43,"Kirkman, Robert","Samnee, Chris","Samnee, Chris",, ,,,160,0.75,10.3,6.8,1.1,29.11,14.1,11,7.7
NOV200077,STL161573,,,GODDAMNED TP VOL 02 VIRGIN BRIDES (MR),GODDAMNED TP,VIRGIN BRIDES,135937,2,0,VOL,,16.99,IMAGE COMICS, ,1534317201,978153431720851699,0,0,0,D2,1,12/7/2020,Y,1/6/2021,16.99,3,FA,IC,Y,N,N,0,0,0,N,N,,44,"Aaron, Jason","Guera, R. M.","Guera, R. M.",, ,12/7/2020,,144,0,0,0,0,0,0,0,0
NOV200078,STL000375,FEB160628,,GODDAMNED TP VOL 01 THE FLOOD (MR),GODDAMNED TP,THE FLOOD,135937,1,0,VOL,,9.99,IMAGE COMICS, ,1632157004,978163215700350999,0,0,52,D2,10,10/8/2020,Y,12/9/2020,9.99,3,FA,IC,Y,N,Y,0,0,0,N,N,,44,"Aaron, Jason","Guera, R. M.","Guera, R. M.",, ,,,152,0.7,10.1,6.6,0.5,37.61,13.7,11,8.3
NOV200079,STL048524,JUL170746,,GODDAMNED OVERSIZED HC (MR),GODDAMNED OVERSIZED HC,,0,,0,,,19.99,IMAGE COMICS, ,1534303189,978153430318851999,0,0,11,D2,5,10/8/2020,Y,12/16/2020,19.99,3,FA,IC,Y,N,Y,0,0,0,N,N,,44,"Aaron, Jason","Guera, R. M.","Guera, R. M.",, ,,,160,1.96,12.2,8.2,0.6,22.7,13,10.2,6.8
NOV200080,STL161574,,,MARKED TP VOL 02 ORIGINS (MR),MARKED TP,ORIGINS,142737,2,0,VOL,,16.99,IMAGE COMICS, ,1534316736,978153431673751699,0,0,0,D2,1,12/14/2020,Y,1/20/2021,16.99,3,FA,IC,Y,N,N,0,0,0,N,N,,44,"Hine, David","Haberlin, Brian","Haberlin, Brian",, ,12/14/2020,,160,0,0,0,0,0,0,0,0
NOV200081,STL135981,JAN200184,,MARKED TP VOL 01 FRESH INK (MR),MARKED TP,FRESH INK,142737,1,0,VOL,,16.99,IMAGE COMICS, ,1534314679,978153431467251699,0,0,38,D2,1,10/8/2020,Y,12/16/2020,16.99,3,FA,IC,Y,N,Y,0,0,0,N,N,,44,"Hine, David","Haberlin, Brian","Haberlin, Brian",, ,,,176,0.72,9.9,6.6,0.4,29.81,13.9,10.9,6.9
