DIAMD_NO,STOCK_NO,PARENT_ITEM_NO_ALT,BOUNCE_USE_ITEM,FULL_TITLE,MAIN_DESC,VARIANT_DESC,SERIES_CODE,ISSUE_NO,ISSUE_SEQ_NO,VOLUME_TAG,MAX_ISSUE,PRICE,PUBLISHER,UPC_NO,SHORT_ISBN_NO,EAN_NO,CARDS_PER_PACK,PACK_PER_BOX,BOX_PER_CASE,DISCOUNT_CODE,INCREMENT,PRNT_DATE,FOC_VENDOR,SHIP_DATE,SRP,CATEGORY,GENRE,BRAND_CODE,MATURE,ADULT,OA,CAUT1,CAUT2,CAUT3,RESOL,NOTE_PRICE,ORDER_FORM_NOTES,PAGE,WRITER,ARTIST,COVER_ARTIST,COLORIST,ALLIANCE_SKU,FOC_DATE,OFFERED_DATE,NUMBER_OF_PAGES,UNIT_WEIGHT,UNIT_LENGTH,UNIT_WIDTH,UNIT_HEIGHT,CASE_WEIGHT,CASE_LENGTH,CASE_WIDTH,CASE_HEIGHT
NOV201385,STL172996,,,SPACE BASTARDS #1 (MR),SPACE BASTARDS,,144472,1,0,,,5.99,HUMANOIDS INC,65516079167300111,,,0,0,0,E,1,12/21/2020,Y,1/13/2021,5.99,1,AA,XX,Y,N,N,0,0,0,N,N,(NOTE: Space Bastards #1 will be fully returnable.),258,"Aubrey, Joe","Robertson, Darick",,, ,12/21/2020,,48,0,0,0,0,0,0,0,0
NOV201386,STL173013,,,FOR JUSTICE SERGE & BEATE KLARSFELD STORY SC (MR),FOR JUSTICE SERGE & BEATE KLARSFELD STORY SC,,0,,0,,,19.99,HUMANOIDS INC, ,,978164337524351999,0,0,0,E,1,1/4/2021,Y,1/27/2021,19.99,3,RB,XX,Y,N,N,0,0,0,N,N,,262,"Bresson, Pascal","Dorange, Sylvian",,, ,1/4/2021,,208,0,0,0,0,0,0,0,0
NOV201387,STL173015,,,IGNITED TP VOL 2 FIGHT THE POWER (MR),IGNITED TP VOL 2 FIGHT THE POWER,,0,,0,,,19.99,HUMANOIDS INC, ,,978164337799551999,0,0,0,E,1,12/28/2020,Y,1/20/2021,19.99,3,SH,XX,Y,N,N,0,0,0,N,N,,262,,,,, ,12/28/2020,,140,0,0,0,0,0,0,0,0
NOV201388,STL173017,,,ILLUSTRATION MAGAZINE #71 (C: 0-1-1),ILLUSTRATION MAGAZINE,,15550,71,0,,,15,ILLUSTRATION MAGAZINE,07447056540671,,,0,0,0,H,7,12/4/2020,N,1/27/2021,15,2,RF,XX,N,N,N,0,1,1,N,N,,263,"Various,","Various,",,, ,12/4/2020,,80,0,0,0,0,0,0,0,0
NOV201389,STL170314,,,MARVEL COMICS MINI BOOK OF HEROES HC (C: 0-1-0),MARVEL COMICS MINI BOOK OF HEROES HC,,0,,0,,,11.99,INSIGHT EDITIONS, ,1683839560,978168383956951199,0,0,0,F,1,12/4/2020,N,1/13/2021,11.99,4,RF,MH,N,N,N,0,1,0,N,N,,263,"Beatty, Scott",,,, ,12/4/2020,,304,0.28,3.6,2.9,1,0,0,0,0
NOV201390,STL170315,,,MARVEL COMICS MINI BOOK OF VILLAINS HC (C: 0-1-0),MARVEL COMICS MINI BOOK OF VILLAINS HC,,0,,0,,,11.99,INSIGHT EDITIONS, ,1683839579,978168383957651199,0,0,0,F,1,12/4/2020,N,1/13/2021,11.99,4,RF,MH,N,N,N,0,1,0,N,N,,263,"Beatty, Scott",,,, ,12/4/2020,,304,0.28,3.6,2.9,1,0,0,0,0
NOV201391,STL170636,,,NATURALIST GRAPHIC ADAPTATION (C: 0-1-0),NATURALIST GRAPHIC ADAPTATION,,0,,0,,,28,ISLAND PRESS, ,,978161091958652800,0,0,0,F,5,12/4/2020,N,1/6/2021,28,3,ED,XX,N,N,N,0,1,0,N,N,,264,"Wilson, Edward O","Butzer, C. M.",,, ,12/4/2020,,240,0,0,0,0,0,0,0,0
NOV201392,STL172322,,,BREATHERS #5 CVR A MADSON (MR),BREATHERS,CVR A MADSON,142674,5,0,,,7.99,IT'S ALIVE,86000173703500511,,,0,0,200,F,1,12/4/2020,N,1/20/2021,7.99,1,SF,XX,Y,N,N,0,0,0,N,N,,264,"Madson, Justin","Madson, Justin","Madson, Justin",, ,12/4/2020,,48,0,0,0,0,0,0,0,0
NOV201393,STL172323,,,BREATHERS #5 CVR B MADSON (MR),BREATHERS,CVR B MADSON,142674,5,1,,,7.99,IT'S ALIVE,86000173703500521,,,0,0,200,F,1,12/4/2020,N,1/20/2021,7.99,1,SF,XX,Y,N,N,0,0,0,N,N,,264,"Madson, Justin","Madson, Justin","Madson, Justin",, ,12/4/2020,,48,0,0,0,0,0,0,0,0
NOV201394,STL171917,,,KONA #2 CVR A SAM GLANZMAN,KONA,CVR A SAM GLANZMAN,143694,2,0,,,9.99,IT'S ALIVE,86000173707300211,,,0,0,200,F,1,12/4/2020,N,1/27/2021,9.99,3,AA,XX,N,N,N,0,0,0,N,N,,264,"Glanzman, Sam","Glanzman, Sam","Glanzman, Sam",, ,12/4/2020,,40,0,10.3,6.6,0.1,0,0,0,0
NOV201395,STL171918,,,KONA #2 CVR B BISSETTE & YEATES,KONA,CVR B BISSETTE & YEATES,143694,2,1,,,9.99,IT'S ALIVE,86000173707300221,,,0,0,200,F,1,12/4/2020,N,1/27/2021,9.99,3,AA,XX,N,N,N,0,0,0,N,N,,264,"Glanzman, Sam","Glanzman, Sam","Bissette, Stephen R.",, ,12/4/2020,,40,0,10.3,6.6,0.1,0,0,0,0
NOV201396,STL156208,APR201916,,KONA #1 CVR A SAM GLANZMAN,KONA,CVR A SAM GLANZMAN,143694,1,0,,,9.99,IT'S ALIVE,86000173707300111,,,0,0,200,F,1,12/4/2020,N,12/9/2020,9.99,3,AA,XX,N,N,Y,0,0,0,N,N,,264,"Glanzman, Sam","Glanzman, Sam","Glanzman, Sam",, ,,,40,0.15,10.3,6.6,0.1,30,14,10.9,8.1
NOV201397,STL156221,APR201917,,KONA #1 CVR B BART SEARS,KONA,CVR B BART SEARS,143694,1,1,,,9.99,IT'S ALIVE,86000173707300121,,,0,0,200,F,1,12/4/2020,N,12/16/2020,9.99,3,AA,XX,N,N,Y,0,0,0,N,N,,264,"Glanzman, Sam","Glanzman, Sam","Sears, Bart",, ,,,40,0.15,10.3,6.6,0.1,30,14,10.9,8.1
NOV201398,STL172326,,,JUNIOR HIGH HORRORS STRANGEST THINGEES #1 CVR A STRANGER THI,JUNIOR HIGH HORRORS STRANGEST THINGEES,CVR A STRANGER THING PARODY,144448,1,0,,,5.99,KEENSPOT ENTERTAINMENT,70712974111001011,,,0,0,200,F,1,12/4/2020,N,1/27/2021,5.99,1,HU,XX,N,N,N,0,0,0,N,N,,265,"Potchak, Rob","Kent, Eric","Kent, Eric",, ,12/4/2020,,32,0.15,10.3,6.6,0.1,0,0,0,0
NOV201399,STL172327,,,JUNIOR HIGH HORRORS STRANGEST THINGEES #1 CVR B LITTLE SHOP,JUNIOR HIGH HORRORS STRANGEST THINGEES,CVR B LITTLE SHOP HORRORS PARODY,144448,1,1,,,5.99,KEENSPOT ENTERTAINMENT,70712974111001021,,,0,0,200,F,1,12/4/2020,N,1/27/2021,5.99,1,HU,XX,N,N,N,0,0,0,N,N,,265,"Potchak, Rob","Kent, Eric","Potchak, Rob",, ,12/4/2020,,32,0.15,10.3,6.6,0.1,0,0,0,0
NOV201400,STL172328,,,JUNIOR HIGH HORRORS STRANGEST THINGEES #1 5 COPY INCV (Net),JUNIOR HIGH HORRORS STRANGEST THINGEES,5 COPY INCV,144448,1,2,,,0,KEENSPOT ENTERTAINMENT,70712974111001031,,,0,0,200,J,1,12/4/2020,N,1/27/2021,0,1,HU,XX,N,N,N,0,0,0,N,N,(NOTE: For every 5 copies ordered covers A-B in any combo will receive 1 free Ninjaa vs Robots crossover variant.,265,"Potchak, Rob","Kent, Eric","Klaus, Erik",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201401,STL172329,,,NINJAS & ROBOTS #3 CVR A ERIK KLAUS,NINJAS & ROBOTS,CVR A ERIK KLAUS,143389,3,0,,,4.99,KEENSPOT ENTERTAINMENT,70712974123300311,,,0,0,200,F,1,12/4/2020,N,1/6/2021,4.99,1,AA,XX,N,N,N,0,0,0,N,N,,265,"Klaus, Erik","Klaus, Erik","Klaus, Erik",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201402,STL172330,,,NINJAS & ROBOTS #3 CVR B SCOTT,NINJAS & ROBOTS,CVR B SCOTT,143389,3,1,,,4.99,KEENSPOT ENTERTAINMENT,70712974123300321,,,0,0,200,F,1,12/4/2020,N,1/6/2021,4.99,1,AA,XX,N,N,N,0,0,0,N,N,,265,"Klaus, Erik","Klaus, Erik","Scott, Damion",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201403,STL172331,,,NINJAS & ROBOTS #3 CVR C JAMIE JONES,NINJAS & ROBOTS,CVR C JAMIE JONES,143389,3,2,,,4.99,KEENSPOT ENTERTAINMENT,70712974123300331,,,0,0,200,F,1,12/4/2020,N,1/6/2021,4.99,1,AA,XX,N,N,N,0,0,0,N,N,,265,"Klaus, Erik","Klaus, Erik","Jones, Jaime",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201404,STL172333,,,NINJAS & ROBOTS #3 CVR D FREE 5 COPY INCV CVR PIYOTYCHO (Net,NINJAS & ROBOTS,CVR D FREE 5 COPY INCV CVR PIYOTYCHO,143389,3,5,,,0,KEENSPOT ENTERTAINMENT,70712974123300341,,,0,0,200,J,1,12/4/2020,N,1/6/2021,0,1,AA,XX,N,N,N,0,0,0,N,N,(NOTE: For every 5 copies ordered of Covers A-C in any combo retailers get 1 free  Retailer variant by Piyotycho.,265,"Klaus, Erik","Klaus, Erik","Piyotycho, Hirano",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201405,STL173043,,,KNIGHTS OF THE DINNER TABLE #284 (C: 0-0-1),KNIGHTS OF THE DINNER TABLE,,14405,284,0,,,6.99,KENZER & COMPANY,60625600900428411,,,0,0,0,F,1,12/4/2020,N,1/27/2021,6.99,1,FA,XX,N,N,N,0,0,1,N,N,,265,"Blackburn, Jolly","Blackburn, Jolly","Fraim, Brendon",, ,12/4/2020,,64,0,0,0,0,0,0,0,0
NOV201406,STL173019,,,CAPTAIN CANUCK SEASON 5 #2 (C: 0-0-1),CAPTAIN CANUCK SEASON 5,,144259,2,0,,,4.99,Chapterhouse,62845125901502411,,,0,0,0,F,1,12/4/2020,N,1/27/2021,4.99,1,SH,XX,N,N,N,0,0,1,N,N,,265,"Anderson, Ho Che","Cunha, Felipe","White, Canaan",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201407,STL173022,,,NORTHGUARD TP VOL 03,NORTHGUARD TP,,137823,3,0,VOL,,16.99,Chapterhouse, ,1988247489,978198824748951699,0,0,0,F,1,12/4/2020,N,1/27/2021,16.99,3,SH,XX,N,N,N,0,0,0,N,N,,266,"Feldman, Aaron","Mckenna, Mike","Smith, Uko",, ,12/4/2020,,112,0,0,0,0,0,0,0,0
NOV201408,STL173020,,,CAPTAIN CANUCK ARCHIVES TP VOL 01 EARTH PATROL,CAPTAIN CANUCK ARCHIVES TP,EARTH PATROL,144477,1,0,VOL,,26.99,CHAPTERHOUSE ARCHIVES, ,1988247497,978198824749652699,0,0,0,F,1,12/4/2020,N,1/27/2021,26.99,3,SH,XX,N,N,N,0,0,0,N,N,,266,"Comley, Richard","Freeman, George","Comley, Richard",, ,12/4/2020,,204,0,0,0,0,0,0,0,0
NOV201409,STL173021,,,HOME TP VOL 01,HOME TP,,144478,1,0,VOL,,16.99,NEW FRIDAY, ,1988247500,978198824750251699,0,0,0,F,1,12/4/2020,N,1/27/2021,16.99,3,SF,XX,N,N,N,0,0,0,N,N,,266,,,,, ,12/4/2020,,106,0,0,0,0,0,0,0,0
NOV201410,STL170316,,,GOLDIE VANCE HOCUS POCUS HOAX HC (C: 0-1-0),GOLDIE VANCE HOCUS POCUS HOAX HC,,0,,0,,,14.99,LITTLE BROWN & COMPANY, ,0316427594,978031642759351499,0,0,20,F,10,12/4/2020,N,1/6/2021,14.99,4,MS,XX,N,N,N,0,1,0,N,N,,266,"Rivera, Lilliam","Power, Elle","Williams, Brittany",, ,12/4/2020,,2156,0.77,7.7,5.4,1,0,0,0,0
NOV201411,STL173023,,,LOCUS #720 (C: 0-1-1),LOCUS,,174,720,0,,,8.99,LOCUS MAGAZINE,07447075340701,,,0,0,0,H,1,12/4/2020,N,1/27/2021,8.99,2,SF,XX,N,N,N,0,1,1,N,N,,266,,,,, ,12/4/2020,,100,0,0,0,0,0,0,0,0
NOV201412,STL172405,,,HOLLYWOOD TRASH #4 (OF 5),HOLLYWOOD TRASH,,144120,4,0,,5,3.99,MAD CAVE STUDIOS,73858236760900411,,,0,0,0,F,10,12/4/2020,N,1/20/2021,3.99,1,AA,XX,N,N,N,0,0,0,N,N,,266,"Sonneveld, Stephen","Verdugo, Pablo","Verdugo, Pablo",, ,12/4/2020,,32,0,0,0,0,0,0,0,0
NOV201413,STL172406,,,HONOR AND CURSE #7,HONOR AND CURSE,,141389,7,0,,,3.99,MAD CAVE STUDIOS,86009900033200711,,,0,0,200,F,10,12/4/2020,N,1/6/2021,3.99,1,AA,XX,N,N,N,0,0,0,N,N,,266,"London, Mark","Salamanca, Nicolas","Salamanca, Nicolas",, ,12/4/2020,,32,0,10.3,6.6,0.1,0,0,0,0
NOV201414,STL172407,,,KNIGHTS OF THE GOLDEN SUN #9,KNIGHTS OF THE GOLDEN SUN,,141089,9,0,,7,3.99,MAD CAVE STUDIOS,86009900031800911,,,0,0,200,F,10,12/4/2020,N,1/13/2021,3.99,1,FA,XX,N,N,N,0,0,0,N,N,,267,"London, Mark","Villarreal, Mauricio","Villarreal, Mauricio",, ,12/4/2020,,28,0,10.3,6.6,0.1,0,0,0,0
NOV201415,STL128599,JUL192052,,HONOR AND CURSE TP VOL 01 TORN,HONOR AND CURSE TP,TORN,142393,1,0,VOL,,17.99,MAD CAVE STUDIOS, ,099812155X,978099812155051799,0,0,30,F,10,10/8/2020,N,12/16/2020,17.99,3,AA,XX,N,N,Y,0,0,0,N,N,,267,"London, Mark","Salamanca, Nicolas","Salamanca, Nicolas",, ,,,176,0.97,9.9,6.6,0.4,31.33,14.5,11.4,7.2
NOV201416,STL121910,MAY191813,,KNIGHTS OF THE GOLDEN SUN TP VOL 01,KNIGHTS OF THE GOLDEN SUN TP,,142093,1,0,VOL,,19.99,MAD CAVE STUDIOS, ,0998121541,978099812154351999,0,0,30,F,10,10/8/2020,N,12/9/2020,19.99,3,FA,XX,N,N,Y,0,0,0,N,N,,267,"London, Mark","Villarreal, Mauricio","Villarreal, Mauricio",, ,,,208,1.08,10,6.6,0.4,33.3,14.6,11.2,6.7
NOV201417,STL172408,,,PANTOMIME #3 (OF 6),PANTOMIME,,144218,3,0,,6,3.99,MAD CAVE STUDIOS,73858236761600311,,,0,0,0,F,10,12/4/2020,N,1/13/2021,3.99,1,CR,XX,N,N,N,0,0,0,N,N,,267,"Sebela, Christopher","Stoll, David","Stoll, David",, ,12/4/2020,,28,0,0,0,0,0,0,0,0
NOV201418,STL172409,,,STARGAZER #5 (OF 6),STARGAZER,,143544,5,0,,6,3.99,MAD CAVE STUDIOS,73858236757900511,,,0,0,0,F,10,12/4/2020,N,1/27/2021,3.99,1,AA,XX,N,N,N,0,0,0,N,N,,267,"Cleveland, Anthony","Fuso, Antonio","Fuso, Antonio",, ,12/4/2020,,28,0,0,0,0,0,0,0,0
NOV201419,STL172410,,,TERMINAL PUNKS #3 (OF 5),TERMINAL PUNKS,,144219,3,0,,5,3.99,MAD CAVE STUDIOS,73858236762300311,,,0,0,0,F,10,12/4/2020,N,1/20/2021,3.99,1,HO,XX,N,N,N,0,0,0,N,N,,267,"Erman, Matthew","Criswell, Shelby","Criswell, Shelby",, ,12/4/2020,,24,0,0,0,0,0,0,0,0
NOV201420,STL172411,,,VILLAINOUS #4 (OF 5),VILLAINOUS,,144119,4,0,,5,3.99,MAD CAVE STUDIOS,73858236759300411,,,0,0,0,F,10,12/4/2020,N,1/27/2021,3.99,1,SH,XX,N,N,N,0,0,0,N,N,,267,"Williams, Stonie","Sadzinski, Jeferson","Sadzinski, Jeferson","LaFuente, Joana", ,12/4/2020,,24,0,0,0,0,0,0,0,0
NOV201421,STL167477,,,STREAMLINER HC VOL 02 ALL IN DAY (MR),STREAMLINER HC,ALL IN DAY,143585,2,0,VOL,,24.99,MAGNETIC PRESS INC., ,1951719034,978195171903652499,0,0,0,E,1,12/4/2020,N,1/13/2021,24.99,3,AA,XX,Y,N,N,0,0,0,N,N,,269,"Fane,","Fane,","Fane,",, ,12/4/2020,,160,0,0,0,0,0,0,0,0
NOV201422,STL161599,,,ASTER OF PAN HC,ASTER OF PAN HC,,0,,0,,,29.99,MAGNETIC PRESS INC., ,1942367945,978194236794952999,0,0,0,E,1,12/4/2020,N,1/20/2021,29.99,3,AA,XX,N,N,N,0,0,0,N,N,,270,"Merwan,","Merwan,","Merwan,",, ,12/4/2020,,200,0,0,0,0,0,0,0,0
NOV201423,STL169509,,,DELICATES TP,DELICATES TP,,0,,0,,,14.99,ONI PRESS INC., ,1620107880,978162010788151499,0,0,0,E,1,2/22/2021,Y,3/17/2021,14.99,3,LT,XX,N,N,N,0,0,0,N,N,,274,"Thummler, Brenna","Thummler, Brenna",,, ,2/22/2021,,320,0,0,0,0,0,0,0,0
NOV201424,STL169510,,,MARTIAN GHOST CENTAUR SC,MARTIAN GHOST CENTAUR SC,,0,,0,,,19.99,ONI PRESS INC., ,1620108496,978162010849951999,0,0,0,E,1,2/15/2021,Y,3/10/2021,19.99,3,HU,XX,N,N,N,0,0,0,N,N,,278,"Heagerty, Mat","Mided, Steph",,, ,2/15/2021,,192,0,0,0,0,0,0,0,0
NOV201425,STL169512,,,SECRETS OF CAMP WHATEVER SC,SECRETS OF CAMP WHATEVER SC,,0,,0,,,17.99,ONI PRESS INC., ,1620108623,978162010862851499,0,0,0,E,1,2/8/2021,Y,3/3/2021,17.99,3,MS,XX,N,N,N,0,0,0,N,N,,280,"Grine, Chris","Grine, Chris",,, ,2/8/2021,,240,0,0,0,0,0,0,0,0
NOV201426,STL169513,,,HAZARDS OF LOVE SC (MR),HAZARDS OF LOVE SC,,0,,0,,,19.99,ONI PRESS INC., ,1620108577,978162010857451999,0,0,0,E,1,3/8/2021,Y,3/31/2021,19.99,3,FA,XX,Y,N,N,0,0,0,N,N,,282,"Stanley, Stan","Stanley, Stan",,, ,3/8/2021,,272,0,0,0,0,0,0,0,0
NOV201427,STL169511,,,ROGUE PLANET TP,ROGUE PLANET TP,,0,,0,,,19.99,ONI PRESS INC., ,1620107082,978162010708951999,0,0,0,E,1,2/8/2021,Y,3/3/2021,19.99,3,AA,XX,N,N,N,0,0,0,N,N,,284,"Bunn, Cullen","MacDonald, Andy",,, ,2/8/2021,,136,0,0,0,0,0,0,0,0
NOV201428,STL173675,,,RICK AND MORTY PRESENTS DEATH STALKERS #1 CVR A LEE,RICK AND MORTY PRESENTS DEATH STALKERS,CVR A LEE,144514,1,0,,,3.99,ONI PRESS INC.,64985600085901211,,,0,0,0,E,1,1/4/2021,Y,1/27/2021,3.99,1,AA,MV,N,N,N,0,0,0,N,N,,285,"Phillips, Stephanie","Lee, Ryan","Lee, Ryan",, ,1/4/2021,,40,0,0,0,0,0,0,0,0
NOV201429,STL173676,,,RICK AND MORTY PRESENTS DEATH STALKERS #1 CVR B HUANG,RICK AND MORTY PRESENTS DEATH STALKERS,CVR B HUANG,144514,1,1,,,3.99,ONI PRESS INC.,64985600085901221,,,0,0,0,E,1,1/4/2021,Y,1/27/2021,3.99,1,AA,MV,N,N,N,0,0,0,N,N,,285,"Phillips, Stephanie","Lee, Ryan","Huang, Megan",, ,1/4/2021,,40,0,0,0,0,0,0,0,0
NOV201430,STL173654,,,RICK & MORTY EVER AFTER #4 CVR A HELEN,RICK & MORTY EVER AFTER,CVR A HELEN,144143,4,0,,,3.99,ONI PRESS INC.,64985600112200411,,,0,0,0,E,1,12/14/2020,Y,1/20/2021,3.99,1,HU,XX,N,N,N,0,0,0,N,N,,285,"Maggs, Sam","Helen, Emmett","Helen, Emmett",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201431,STL173655,,,RICK & MORTY EVER AFTER #4 CVR B STERN,RICK & MORTY EVER AFTER,CVR B STERN,144143,4,1,,,3.99,ONI PRESS INC.,64985600112200421,,,0,0,0,E,1,12/14/2020,Y,1/20/2021,3.99,1,HU,XX,N,N,N,0,0,0,N,N,,285,"Maggs, Sam","Helen, Emmett","Stern, Sarah",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201432,STL173627,,,INVADER ZIM BEST OF GIR TP,INVADER ZIM BEST OF GIR TP,,0,,0,,,9.99,ONI PRESS INC., ,1620107929,978162010792850999,0,0,0,E,1,2/8/2021,Y,3/3/2021,9.99,3,SF,MV,N,N,N,0,0,0,N,N,,286,"Logan, Sam","Wucinich, Warren",,, ,2/8/2021,,104,0,0,0,0,0,0,0,0
NOV201433,STL173650,,,AGGRETSUKO MEET HER FRIENDS #3 CVR A HUANG,AGGRETSUKO MEET HER FRIENDS,CVR A HUANG,144268,3,2,,,3.99,ONI PRESS INC.,64985600111500311,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,HU,MV,N,N,N,0,0,0,N,N,,286,"Asmus, James","Huang, Megan","Huang, Megan","Ito, Leonardo", ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201434,STL173651,,,AGGRETSUKO MEET HER FRIENDS #3 CVR B AMIN,AGGRETSUKO MEET HER FRIENDS,CVR B AMIN,144268,3,1,,,3.99,ONI PRESS INC.,64985600111500321,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,HU,MV,N,N,N,0,0,0,N,N,,286,"Asmus, James","Huang, Megan","Amin, Shadia","Ito, Leonardo", ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201435,STL173656,,,VAIN #4,VAIN,,144142,4,0,,,3.99,ONI PRESS INC.,64985600110800411,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,HO,XX,N,N,N,0,0,0,N,N,,287,"Rahal, Eliot","Pearson, Emily","Pearson, Emily",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201436,STL173653,,,DRYAD #8,DRYAD,,143320,8,0,,,3.99,ONI PRESS INC.,64985600103000811,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,FA,XX,N,N,N,0,0,0,N,N,,287,"Wiebe, Kurtis J.","Barcelo, Justin","Oleksak, Tomas",, ,12/14/2020,,32,0,0,0,0,0,0,0,0
NOV201437,STL173652,,,BACKTRACK #10 (MR),BACKTRACK,,143318,10,0,,,3.99,ONI PRESS INC.,64985600104701011,,,0,0,0,E,1,12/14/2020,Y,1/6/2021,3.99,1,AA,XX,Y,N,N,0,0,0,N,N,,288,"Joines, Brian","Elphick, Jake","D'Alfonso, Marco",, ,12/14/2020,,24,0,0,0,0,0,0,0,0
NOV201438,STL173657,,,KAIJUMAX SEASON 5 #6 (MR),KAIJUMAX SEASON 5,,142645,6,0,,,3.99,ONI PRESS INC.,64985600049103011,,,0,0,200,E,1,12/21/2020,Y,1/13/2021,3.99,1,SF,XX,Y,N,N,0,0,0,N,N,,288,"Cannon, Zander","Cannon, Zander","Cannon, Zander",, ,12/21/2020,,32,0,10.3,6.6,0.1,0,0,0,0
NOV201439,STL150315,FEB201864,,GIANT HC GN (C: 0-1-0),GIANT HC GN,,0,,0,,,24.99,NBM, ,1681122537,978168112253352499,0,0,15,F,5,12/4/2020,N,12/16/2020,24.99,3,KI,YR,N,N,Y,0,1,0,N,N,,289,"Mikael,","Mikael,",,, ,,,120,1.83,11.9,9.1,0.5,28.73,13.1,10,9
NOV201440,STL155899,APR201948,,LOUVRE COLLECTION HC RED MOTHER WITH CHILD (C: 0-1-0),LOUVRE COLLECTION HC RED MOTHER WITH CHILD,,0,,0,,,27.99,NBM, ,168112257X,978168112257152799,0,0,12,F,7,12/4/2020,N,12/9/2020,27.99,3,HS,XX,N,N,Y,0,1,0,N,N,,289,"Lax, Christian","Yslaire, Carriere","Yslaire, Carriere",, ,,,144,0.95,12,9.1,0.6,11.75,13,9.9,8.4
NOV201441,STL090857,JUL182036,,SILENT INVASION GN VOL 01 SECRET AFFAIRS & RED SHADOWS,SILENT INVASION GN,SECRET AFFAIRS & RED SHADOWS,140651,1,0,VOL,,16.99,NBM, ,1681121743,978168112174151699,0,0,40,F,5,10/8/2020,N,12/16/2020,16.99,3,SF,XX,N,N,Y,0,0,0,N,N,,289,"Cherkas, Michael",,,, ,,,160,0.62,9.9,6.8,0.5,25.98,14.5,10.4,8.1
NOV201442,STL116395,MAR191886,,SILENT INVASION GN VOL 02 GREAT FEAR,SILENT INVASION GN,GREAT FEAR,140651,2,0,VOL,,16.99,NBM, ,1681122065,978168112206951699,0,0,40,F,5,12/4/2020,N,12/9/2020,16.99,3,SF,XX,N,N,Y,0,0,0,N,N,,289,"Cherkas, Michael",,,, ,,,160,0.64,9.9,6.7,0.5,26.86,14.4,10.4,8.1
NOV201443,STL153090,MAR201979,,SILENT INVASION GN VOL 03 ABDUCTIONS,SILENT INVASION GN,ABDUCTIONS,140651,3,0,VOL,,16.99,NBM, ,1681122553,978168112255751699,0,0,40,F,5,10/8/2020,N,12/16/2020,16.99,3,SF,XX,N,N,Y,0,0,0,N,N,,289,"Hancock, Larry","Cherkas, Michael",,, ,,,160,0.5,9.8,6.9,0.5,21.49,14.3,10.6,8.1
NOV201444,STL173024,,,NON SPORT UPDATE VOL 32 #1 (C: 0-1-1),NON SPORT UPDATE VOL 32 #1,,15556,2919,0,VOL,,5.99,NON-SPORT UPDATE,07148602957102,,,0,0,0,H,1,12/4/2020,N,1/27/2021,5.99,2,RF,XX,N,N,N,0,1,1,N,N,,289,,,,, ,12/4/2020,,72,0,0,0,0,0,0,0,0
NOV201445,STL173036,,,DOCTOR WHO MAGAZINE #558 (C: 0-1-1),DOCTOR WHO MAGAZINE,,932,558,0,,,11.99,PANINI PUBLISHING LTD, ,,977095798106658,0,0,0,H,1,12/4/2020,N,1/6/2021,11.99,2,SF,DW,N,N,N,0,1,1,N,N,,289,,,,, ,12/4/2020,,84,0,0,0,0,0,0,0,0
NOV201446,STL173037,,,DOCTOR WHO MAGAZINE #559 (C: 0-1-1),DOCTOR WHO MAGAZINE,,932,559,0,,,11.99,PANINI PUBLISHING LTD, ,,977095798106659,0,0,0,H,1,12/4/2020,N,1/27/2021,11.99,2,SF,DW,N,N,N,0,1,1,N,N,,289,,,,, ,12/4/2020,,84,0,0,0,0,0,0,0,0
NOV201447,STL170338,,,DANCE CLASS HC VOL 11 DANCE WITH ME (C: 0-1-0),DANCE CLASS HC,DANCE WITH ME,129842,11,0,VOL,,10.99,PAPERCUTZ, ,1545806322,978154580632651099,0,0,40,F,5,12/4/2020,N,1/6/2021,10.99,3,KI,YR,N,N,N,0,1,0,N,N,,289,"Beka,","Crip,","Crip,",, ,12/4/2020,,48,0.6,9,6.6,0.4,0,0,0,0
NOV201448,STL170339,,,MAGICAL HISTORY TOUR GN VOL 01 GREAT PYRAMID (C: 0-1-0),MAGICAL HISTORY TOUR GN,GREAT PYRAMID,144386,1,0,VOL,,6.99,PAPERCUTZ, ,1545806330,978154580633350699,0,0,0,F,5,12/4/2020,N,1/27/2021,6.99,3,ED,YR,N,N,N,0,1,0,N,N,,290,"Erre, Fabrice","Savoia, Sylvain",,, ,12/4/2020,,48,0,0,0,0,0,0,0,0
